imagepath,label,dataset
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8365.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4367.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3917.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_74.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4704.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_828.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1969.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1360.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2315.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2894.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5438.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4608.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6656.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4972.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9390.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2987.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8906.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7190.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8313.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2618.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1871.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9677.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_778.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9377.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8845.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4682.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2343.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5584.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4548.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2663.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5732.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8256.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8083.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_327.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_133.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2003.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5859.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8844.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2672.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5092.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_726.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6071.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9747.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1003.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3676.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8698.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9156.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1805.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5187.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_887.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5481.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5879.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9790.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8266.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7267.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9350.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9165.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7163.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_514.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3844.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_576.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4905.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4255.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7773.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9590.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7214.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2401.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4375.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9397.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5074.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6798.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7271.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2135.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2684.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6372.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7317.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6227.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3916.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5597.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8471.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4037.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2007.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7425.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4009.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1597.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6364.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2710.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_782.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5113.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1628.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7943.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4093.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1442.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_743.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7045.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8625.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3489.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1019.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1705.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9273.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4100.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7999.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4142.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6871.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_138.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8374.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5186.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6788.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5931.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5111.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8538.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4707.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5623.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5656.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3560.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5080.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_360.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6802.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1252.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4123.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5957.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4946.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7108.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4045.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8497.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6741.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8159.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4071.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_888.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_791.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3562.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2537.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1858.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7304.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8496.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7924.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9638.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7949.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1242.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5041.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7308.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_699.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2532.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4742.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1550.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_609.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1331.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9465.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_316.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7785.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1276.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7442.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_982.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2406.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4664.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4862.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_538.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2869.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_475.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3610.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6350.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5885.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6685.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5138.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2199.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5026.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9953.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2952.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7126.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1981.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6954.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1484.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3252.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9281.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8042.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6228.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4766.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5211.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1244.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7843.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5781.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4274.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3118.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2835.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1690.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5761.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7787.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6865.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4667.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_813.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4154.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3771.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6560.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1518.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4878.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3141.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5971.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_100.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4116.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9112.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1433.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2319.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1907.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_572.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7199.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3841.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3908.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3548.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8511.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_586.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2344.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_1771.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6864.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2657.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7713.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7956.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4257.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2726.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5994.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5574.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4206.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3704.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4829.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_251.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4680.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4195.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3959.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4423.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2529.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5600.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9191.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2779.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4913.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_3487.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_79.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_408.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2535.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8784.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6013.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_2331.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_7492.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_5855.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8325.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9872.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4162.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_4126.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9923.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_8616.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_497.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_9973.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_6160.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/metal_copy/tri_0_188.jpg,metal,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6523.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6913.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6098.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_211.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8418.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_880.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5899.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2979.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7048.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_48.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2805.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5763.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2239.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_66.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7987.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7876.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9231.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5800.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7894.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5155.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3685.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9008.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7554.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9898.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_336.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5266.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1924.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1583.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6918.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_208.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1577.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3935.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5407.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7881.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6490.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5196.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6205.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6869.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9813.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7143.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8114.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1647.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9845.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_401.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_654.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6137.jpg,paper,train
